집계일자,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
2023-10-01,0,1,0,0,262625,1627,2524,2198,609,1699,271282
2023-10-01,0,1,0,1,36936,287,333,245,100,3148,41049
2023-10-01,0,1,8,0,11655,28,52,37,77,66,11915
2023-10-01,0,1,8,1,12089,0,41,2,0,0,12132
2023-10-01,0,1,26,1,6072,18,21,3,2,540,6656
2023-10-01,0,1,44,1,348,2,1,0,0,54,405
2023-10-01,0,1,10,0,9469,104,68,42,6,32,9721
2023-10-01,0,1,10,1,356,4,4,0,0,43,407
2023-10-01,0,1,18,0,5050,41,54,75,26,30,5276
2023-10-01,0,1,45,0,925,9,10,19,8,108,1079
2023-10-01,0,1,34,0,4886,13,46,21,3,13,4982
2023-10-01,0,1,28,0,5286,21,19,11,3,381,5721
2023-10-01,0,1,37,0,1816,10,39,83,16,42,2006
2023-10-01,0,1,48,0,917,21,16,10,2,144,1110
2023-10-01,0,1,1,0,6912,20,39,38,16,63,7088
2023-10-01,0,1,49,0,1223,17,26,30,0,9,1305
2023-10-01,0,1,46,0,255,3,6,2,1,30,297
2023-10-01,0,1,11,0,10695,93,83,75,21,268,11235
2023-10-01,0,1,2,0,8936,48,79,83,6,66,9218
2023-10-01,0,2,0,0,3166016,18106,42104,14895,13284,96053,3350458
2023-10-01,0,2,0,1,551088,3700,5857,2018,1758,23123,587544
2023-10-01,0,2,27,1,33957,87,74,22,14,1574,35728
2023-10-01,0,2,8,0,111593,281,671,203,982,3851,117581
2023-10-01,0,2,8,1,6545,12,16,0,3,208,6784
2023-10-01,0,2,26,1,17583,66,76,3,1,1063,18792
2023-10-01,0,2,44,1,3936,9,88,1,0,164,4198
2023-10-01,0,2,24,1,10045,26,127,0,0,101,10299
2023-10-01,0,2,10,0,123563,412,1255,594,210,3987,130021
2023-10-01,0,2,10,1,5971,13,18,17,2,244,6265
2023-10-01,0,2,18,0,80475,695,1634,846,981,3396,88027
2023-10-01,0,2,45,0,80815,205,826,418,711,2457,85432
2023-10-01,0,2,34,0,85864,410,715,535,167,2774,90465
2023-10-01,0,2,28,0,62036,414,351,86,32,2776,65695
2023-10-01,0,2,37,0,17054,111,231,409,344,978,19127
2023-10-01,0,2,48,0,65168,434,233,171,343,2484,68833
2023-10-01,0,2,1,0,206547,589,3007,1078,1150,4306,216677
2023-10-01,0,2,49,0,90745,952,702,1133,368,3417,97317
2023-10-01,0,2,46,0,8033,51,268,71,86,227,8736
2023-10-01,0,2,11,0,119787,589,915,547,346,4299,126483
2023-10-01,0,2,2,0,139966,741,1121,1239,508,3678,147253
2023-10-01,1,1,0,0,278528,1518,2603,2066,557,25112,310384
2023-10-01,1,1,0,1,34703,273,297,272,81,2748,38374
2023-10-01,1,1,8,0,13239,44,54,61,55,1314,14767
2023-10-01,1,1,8,1,10247,22,23,5,0,7,10304
2023-10-01,1,1,26,1,7245,14,15,14,1,754,8043
2023-10-01,1,1,44,1,577,0,0,0,0,56,633
2023-10-01,1,1,24,1,13311,26,212,0,0,132,13681
2023-10-01,1,1,10,0,8520,81,48,62,6,771,9488
2023-10-01,1,1,10,1,424,0,3,2,0,63,492
2023-10-01,1,1,18,0,4907,22,50,56,19,540,5594
2023-10-01,1,1,45,0,1443,7,15,16,8,111,1600
2023-10-01,1,1,34,0,2955,11,25,21,3,225,3240
2023-10-01,1,1,28,0,5186,16,15,9,4,631,5861
2023-10-01,1,1,37,0,1837,9,31,43,15,278,2213
2023-10-01,1,1,48,0,1434,17,7,16,1,190,1665
2023-10-01,1,1,1,0,4079,18,30,35,12,341,4515
2023-10-01,1,1,49,0,1654,25,27,39,3,217,1965
2023-10-01,1,1,46,0,341,4,1,3,0,45,394
2023-10-01,1,1,11,0,9466,68,68,68,21,1096,10787
2023-10-01,1,1,2,0,7880,53,76,84,9,767,8869
2023-10-01,1,2,0,0,3207015,18137,42229,14509,13752,98237,3393879
2023-10-01,1,2,0,1,588253,3124,6321,2053,1758,23184,624693
2023-10-01,1,2,27,1,35997,69,83,82,21,1623,37875
2023-10-01,1,2,8,0,105326,312,654,181,839,3687,110999
2023-10-01,1,2,8,1,8001,7,15,0,3,284,8310
2023-10-01,1,2,26,1,17332,41,60,1,4,1058,18496
2023-10-01,1,2,44,1,5786,12,89,2,0,254,6143
2023-10-01,1,2,10,0,130939,417,1229,562,197,4228,137572
2023-10-01,1,2,10,1,6815,19,22,19,3,290,7168
2023-10-01,1,2,18,0,90117,684,1435,765,892,3385,97278
2023-10-01,1,2,45,0,82243,197,858,429,703,2475,86905
2023-10-01,1,2,34,0,92685,394,666,512,154,2876,97287
2023-10-01,1,2,28,0,68471,407,397,128,49,3092,72544
2023-10-01,1,2,37,0,17680,98,237,331,332,981,19659
2023-10-01,1,2,48,0,70572,447,236,165,347,2720,74487
2023-10-01,1,2,1,0,188695,563,2968,984,1131,3969,198310
2023-10-01,1,2,49,0,87731,968,677,1086,370,3269,94101
2023-10-01,1,2,46,0,7690,61,279,79,87,239,8435
2023-10-01,1,2,11,0,117114,556,1073,518,371,4270,123902
2023-10-01,1,2,2,0,137640,752,1139,1195,506,3759,144991
2023-10-02,0,1,0,0,247450,3923,9197,7661,1951,1821,272003
2023-10-02,0,1,0,1,41629,802,1141,731,244,5223,49770
2023-10-02,0,1,8,0,10536,96,193,161,152,59,11197
2023-10-02,0,1,8,1,10916,0,51,5,2,40,11014
2023-10-02,0,1,26,1,5869,46,67,85,20,593,6680
2023-10-02,0,1,44,0,7078,179,221,135,25,988,8626
2023-10-02,0,1,44,1,278,6,9,2,0,47,342
2023-10-02,0,1,42,1,16241,165,185,74,102,794,17561
2023-10-02,0,1,43,1,964,10,9,6,7,14,1010
2023-10-02,0,1,10,0,8476,156,178,101,10,43,8964
2023-10-02,0,1,10,1,417,9,9,3,2,59,499
2023-10-02,0,1,18,0,5225,85,249,241,81,40,5921
2023-10-02,0,1,45,0,771,23,45,56,13,101,1009
2023-10-02,0,1,34,0,3383,37,122,55,10,26,3633
2023-10-02,0,1,28,0,4367,54,56,46,11,373,4907
2023-10-02,0,1,37,0,1475,28,130,265,60,43,2001
2023-10-02,0,1,48,0,836,46,83,44,7,91,1107
2023-10-02,0,1,1,0,4412,80,134,186,49,61,4922
2023-10-02,0,1,49,0,1161,55,115,63,4,9,1407
2023-10-02,0,1,46,0,299,8,19,13,1,39,379
2023-10-02,0,1,11,0,9459,129,266,152,65,232,10303
2023-10-02,0,1,2,0,7672,114,227,217,43,63,8336
2023-10-02,0,2,0,0,2651582,39584,52237,28386,40215,91208,2903212
2023-10-02,0,2,0,1,523280,6973,7001,4020,4511,23470,569255
2023-10-02,0,2,27,1,34031,251,82,97,76,1772,36309
2023-10-02,0,2,8,0,94133,689,888,530,3033,3674,102947
2023-10-02,0,2,8,1,5653,10,7,1,3,198,5872
2023-10-02,0,2,26,1,17672,141,88,2,7,1259,19169
2023-10-02,0,2,44,0,107360,1525,1260,779,1057,5075,117056
2023-10-02,0,2,44,1,3642,19,94,6,0,168,3929
2023-10-02,0,2,43,1,13712,82,23,17,50,501,14385
2023-10-02,0,2,24,1,6325,34,82,0,0,89,6530
2023-10-02,0,2,10,0,111992,884,1461,775,452,4092,119656
2023-10-02,0,2,10,1,6030,46,46,32,12,285,6451
2023-10-02,0,2,18,0,72232,1311,2551,1523,2537,3121,83275
2023-10-02,0,2,45,0,62148,322,1327,871,1567,1859,68094
2023-10-02,0,2,34,0,76871,752,1073,629,391,2660,82376
2023-10-02,0,2,28,0,57241,744,494,204,155,2693,61531
2023-10-02,0,2,37,0,13624,266,313,890,923,857,16873
2023-10-02,0,2,48,0,59884,914,491,470,990,2585,65334
2023-10-02,0,2,1,0,174410,1181,5954,2242,2713,4011,190511
2023-10-02,0,2,49,0,81693,1816,994,1643,827,3199,90172
2023-10-02,0,2,46,0,7379,87,193,148,305,279,8391
2023-10-02,0,2,11,0,108812,1457,1441,934,825,4331,117800
2023-10-02,0,2,2,0,123244,1714,1524,1850,2025,3689,134046
2023-10-02,1,1,0,0,265606,4177,9651,7848,1810,29446,318538
2023-10-02,1,1,0,1,43121,737,1088,859,240,5221,51266
2023-10-02,1,1,8,0,10678,104,175,380,133,1303,12773
2023-10-02,1,1,8,1,9784,35,25,6,0,54,9904
2023-10-02,1,1,26,1,7276,44,77,66,44,828,8335
2023-10-02,1,1,44,0,11687,277,394,197,46,1218,13819
2023-10-02,1,1,44,1,408,0,2,3,0,56,469
